Seat No.,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
CS-97350,3.0,2.0,3.3,3.3,4.0,3.3,3.7,3.3,3.3,2.7,3.3,4.0,3.0,3.0,4.0,4.0,2.7,3.0,3.3,3.7,3.7,3.0,3.7,3.0,3.0,3.3,3.3,4.0,3.0,3.7,2.3,4.0,4.0,2.7,3.7,3.0,,4.0,3.0,4.0,3.3,3.396
CS-97351,3.3,3.7,4.0,3.3,3.7,4.0,3.3,3.7,4.0,3.3,4.0,3.7,3.7,3.0,4.0,3.7,3.7,4.0,4.0,4.0,3.7,3.3,4.0,2.0,4.0,3.0,2.3,4.0,4.0,4.0,3.3,3.7,4.0,3.7,4.0,3.7,,4.0,3.0,4.0,3.3,3.651
CS-97352,4.0,3.7,4.0,3.3,3.3,3.3,3.7,3.3,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,3.7,3.0,3.7,4.0,3.3,4.0,4.0,3.0,3.0,3.7,3.0,4.0,3.7,4.0,3.0,4.0,4.0,3.7,4.0,4.0,,3.7,3.3,4.0,3.7,3.714
CS-97353,1.0,1.3,2.7,2.3,1.3,1.0,2.7,1.0,2.0,1.3,1.7,2.7,1.0,4.0,1.7,1.7,1.3,1.7,1.0,2.0,2.0,1.0,1.0,1.3,,3.0,1.0,2.3,4.0,2.0,2.3,1.0,4.0,1.3,1.3,0.0,2.0,0.0,1.0,2.7,,1.713
CS-97354,3.0,4.0,4.0,3.0,3.3,4.0,3.3,2.7,4.0,4.0,4.0,3.7,3.7,3.3,3.3,2.7,4.0,4.0,4.0,3.7,4.0,4.0,3.7,2.3,3.3,3.3,2.0,3.3,3.7,4.0,3.7,2.7,4.0,2.7,2.3,2.7,3.0,3.3,3.0,3.7,,3.387
CS-97355,2.3,3.3,3.7,3.3,4.0,4.0,3.3,4.0,3.0,2.7,4.0,3.3,3.0,3.3,3.7,3.3,4.0,3.3,3.3,4.0,3.7,3.0,4.0,2.7,3.3,3.7,3.7,4.0,4.0,3.0,2.7,4.0,4.0,3.0,3.7,2.0,3.7,3.7,3.7,4.0,,3.492
CS-97356,3.0,3.0,3.7,3.7,3.3,3.7,3.3,4.0,2.7,3.0,3.3,4.0,2.7,3.0,3.3,3.3,3.3,3.0,3.0,3.3,3.7,3.7,4.0,3.0,2.3,3.7,3.7,4.0,3.0,4.0,2.0,3.3,4.0,3.3,3.7,3.0,,4.0,3.0,4.0,3.0,3.392
CS-97357,3.3,3.3,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.3,4.0,3.7,4.0,3.3,3.3,2.7,3.0,3.7,4.0,3.3,4.0,3.7,2.7,3.7,3.3,3.3,4.0,4.0,3.3,3.3,3.3,4.0,3.7,2.7,3.7,,4.0,3.0,3.7,2.7,3.451
CS-97358,3.0,3.7,4.0,3.7,3.7,3.7,3.3,4.0,3.0,3.3,3.7,3.7,4.0,3.7,4.0,4.0,3.3,3.0,3.7,4.0,3.7,4.0,4.0,2.7,3.7,4.0,3.7,4.0,4.0,4.0,3.3,4.0,4.0,3.3,3.7,3.0,,4.0,3.3,4.0,3.3,3.694
CS-97359,2.0,3.0,4.0,3.3,4.0,3.7,3.0,4.0,3.0,2.7,2.7,3.7,2.0,3.0,3.7,2.7,3.3,2.0,3.0,3.7,3.0,3.0,3.7,2.7,3.0,3.3,3.7,3.7,4.0,3.7,2.3,3.7,4.0,2.7,3.7,2.7,3.0,3.3,2.7,3.7,,3.253
CS-97360,3.7,3.7,4.0,3.3,4.0,4.0,3.3,4.0,3.3,3.3,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.7,3.7,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,3.7,4.0,3.0,,4.0,3.7,4.0,3.3,3.806
CS-97361,3.7,4.0,3.3,3.3,4.0,3.3,3.3,4.0,3.7,3.3,4.0,4.0,3.3,3.3,3.7,3.7,3.7,3.0,3.3,4.0,4.0,3.7,3.3,2.7,3.0,3.0,3.3,4.0,2.7,4.0,2.3,3.3,4.0,3.0,3.7,3.0,,3.7,2.7,3.7,3.0,3.477
CS-97362,1.3,2.7,2.7,3.3,3.7,4.0,3.0,3.7,2.0,2.7,3.0,3.3,3.3,4.0,4.0,3.3,3.3,2.3,3.3,4.0,3.0,3.0,4.0,3.0,3.0,3.7,3.0,4.0,3.3,4.0,2.3,4.0,4.0,3.7,3.7,2.7,4.0,4.0,2.3,4.0,,3.389
CS-97363,3.3,4.0,4.0,4.0,4.0,3.7,3.3,4.0,4.0,3.7,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.3,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.3,3.0,3.3,4.0,4.0,3.3,3.7,,3.82
CS-97364,1.0,2.3,2.7,2.3,3.7,2.0,3.0,3.3,1.0,3.3,2.7,4.0,3.0,3.3,3.7,3.3,3.0,3.0,2.3,3.7,3.0,3.0,4.0,3.0,3.0,3.3,3.3,3.7,4.0,2.3,3.0,2.7,4.0,2.3,3.7,2.7,,4.0,2.3,4.0,2.7,3.063
CS-97365,2.7,1.3,3.7,3.0,4.0,2.0,3.0,3.7,2.3,2.0,3.0,4.0,2.0,2.3,3.7,4.0,3.0,3.0,2.3,4.0,2.0,2.3,4.0,3.3,2.3,3.7,3.3,4.0,3.3,4.0,2.3,3.3,4.0,3.7,3.7,3.0,,4.0,3.7,4.0,4.0,3.226
CS-97366,3.0,3.7,4.0,2.7,4.0,4.0,3.7,4.0,3.7,3.0,3.7,3.7,4.0,3.7,4.0,3.7,4.0,2.3,4.0,4.0,3.7,4.0,4.0,2.7,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.7,4.0,3.7,3.721
CS-97367,2.7,3.3,4.0,4.0,4.0,4.0,3.3,4.0,3.7,3.7,4.0,3.7,3.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,3.7,3.0,3.3,3.7,4.0,3.3,4.0,,3.795
CS-97368,2.7,3.3,4.0,3.3,3.7,2.7,3.0,4.0,3.0,2.7,3.3,4.0,2.0,3.0,3.7,3.7,3.7,3.0,3.7,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.7,3.7,4.0,3.3,3.7,4.0,3.7,3.7,3.0,,4.0,3.3,4.0,3.3,3.485
CS-97369,3.3,4.0,4.0,3.3,4.0,3.7,3.7,3.0,4.0,4.0,4.0,3.3,2.0,1.0,3.3,3.0,3.7,2.3,3.3,3.7,3.3,3.7,3.0,3.0,3.3,3.7,4.0,4.0,3.3,3.7,3.0,2.3,4.0,2.3,4.0,3.0,,3.7,3.0,4.0,3.7,3.437
CS-97370,1.3,3.7,3.0,3.3,2.0,1.7,3.3,2.3,2.0,1.3,1.3,3.0,4.0,1.0,3.0,2.7,2.0,2.3,2.0,2.3,2.7,1.0,3.7,2.7,2.0,2.7,2.0,3.7,2.0,1.3,2.3,3.0,4.0,2.0,2.7,2.0,,3.0,3.0,3.7,2.7,2.512
CS-97371,2.0,3.3,4.0,3.7,4.0,4.0,3.7,4.0,3.3,3.3,3.7,4.0,2.7,3.7,3.7,4.0,3.7,3.0,3.7,4.0,3.0,2.3,4.0,2.7,3.7,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,3.7,3.0,4.0,3.3,3.618
CS-97372,2.3,3.3,3.0,3.0,4.0,3.3,3.3,4.0,3.0,4.0,3.7,4.0,2.7,3.3,4.0,4.0,4.0,2.3,4.0,3.7,3.3,3.7,4.0,3.0,3.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.3,3.7,3.0,,4.0,2.7,4.0,3.3,3.631
CS-97373,3.7,3.0,3.7,4.0,4.0,3.7,3.7,4.0,3.3,3.0,3.3,3.3,3.0,3.3,4.0,4.0,4.0,3.3,4.0,3.7,3.3,4.0,4.0,3.0,3.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,3.7,3.0,3.0,,4.0,3.7,4.0,4.0,3.707
CS-97374,2.3,2.3,3.0,2.3,4.0,3.0,3.3,4.0,2.3,1.3,1.3,4.0,3.3,3.7,3.7,3.7,2.7,3.7,2.7,3.3,2.7,2.7,3.7,3.0,2.3,3.3,3.7,3.7,3.7,3.3,2.7,3.3,4.0,3.0,2.3,3.0,,3.7,3.7,3.7,3.3,3.156
CS-97375,2.0,3.3,4.0,3.3,4.0,3.0,3.3,3.3,2.7,2.3,3.3,3.7,3.7,3.3,3.3,3.7,3.3,3.7,3.3,3.7,3.3,3.3,3.7,2.7,3.0,3.7,4.0,4.0,4.0,4.0,2.7,4.0,4.0,3.7,4.0,3.0,,4.0,3.0,4.0,3.3,3.491
CS-97376,1.0,2.0,3.0,2.7,2.7,2.7,3.3,4.0,1.3,2.0,1.7,3.3,1.7,2.7,3.0,3.3,2.0,3.0,2.3,3.0,2.3,1.3,3.3,2.3,2.7,3.0,2.3,3.3,1.0,3.3,2.7,1.0,3.7,1.3,2.0,2.0,,3.0,1.7,3.7,2.0,2.478
CS-97377,2.3,2.0,3.7,3.3,4.0,3.3,3.7,4.0,3.0,3.0,3.7,3.3,3.3,3.7,3.7,3.7,3.7,3.0,3.7,4.0,3.3,3.7,3.7,3.0,3.3,4.0,3.7,4.0,4.0,4.0,3.0,3.7,4.0,3.7,3.7,2.7,,4.0,3.3,4.0,3.3,3.554
CS-97378,3.3,1.0,1.7,2.0,3.3,1.3,3.7,2.3,1.7,2.0,1.7,3.0,1.0,1.0,3.3,2.7,1.7,2.3,2.0,3.7,3.7,2.0,3.3,2.3,1.7,3.3,3.0,3.7,2.0,2.0,2.0,2.0,3.7,2.3,3.7,2.3,3.0,3.7,3.0,3.7,,2.557
CS-97379,1.0,2.0,4.0,2.0,2.7,2.7,2.7,2.3,1.3,2.7,2.0,2.3,3.7,2.0,3.0,2.7,1.7,3.0,1.0,2.7,2.7,1.3,2.7,2.3,1.0,2.0,3.0,4.0,4.0,2.0,1.3,2.3,4.0,2.0,2.7,2.3,,3.3,3.0,3.7,3.3,2.525
CS-97380,4.0,3.7,4.0,3.3,4.0,3.3,3.3,4.0,3.0,4.0,4.0,4.0,3.7,3.3,3.3,2.7,3.7,4.0,2.7,4.0,3.7,4.0,4.0,2.3,3.3,3.3,3.3,4.0,2.0,4.0,4.0,3.7,4.0,3.3,4.0,3.3,,4.0,4.0,4.0,4.0,3.621
CS-97381,2.3,3.3,3.7,3.3,3.7,2.7,3.3,4.0,3.3,2.0,3.3,3.7,1.3,3.0,3.7,4.0,3.3,2.7,3.3,3.7,3.0,3.7,3.7,2.7,3.0,3.7,3.7,4.0,3.0,4.0,3.7,4.0,4.0,3.3,3.7,3.0,,4.0,3.7,4.0,3.3,3.442
CS-97382,3.0,3.7,1.0,1.7,2.7,3.0,3.7,2.0,3.0,1.7,3.0,3.3,3.3,4.0,2.7,3.0,1.3,2.0,1.7,2.0,3.3,1.0,3.3,2.7,1.3,3.0,3.0,4.0,2.0,2.7,2.7,2.7,4.0,2.7,3.3,2.3,,4.0,3.3,4.0,3.7,2.8
CS-97383,1.0,2.0,1.0,1.0,3.0,2.7,3.3,1.3,1.0,1.0,1.3,3.0,1.7,3.7,1.7,3.0,2.7,1.0,2.0,1.7,2.0,2.0,1.0,3.0,0.0,3.0,1.7,3.0,4.0,0.0,2.3,1.0,2.3,1.7,1.3,0.0,2.3,0.0,1.3,3.3,,1.826
CS-97384,3.0,3.3,1.0,1.7,3.7,2.3,3.3,1.7,2.3,2.3,2.0,3.7,1.7,1.0,3.3,3.3,1.3,3.7,2.0,2.3,3.3,3.3,3.3,3.0,2.7,3.3,3.0,4.0,1.0,3.7,2.0,2.0,4.0,2.0,4.0,2.7,,4.0,4.0,4.0,3.3,2.851
CS-97385,3.0,1.7,3.0,3.3,4.0,2.3,3.7,3.7,2.7,1.7,2.3,3.7,2.3,3.0,3.7,3.3,2.0,2.7,2.0,2.7,3.7,1.3,3.7,2.7,2.0,3.7,3.3,3.7,2.3,3.0,1.7,2.7,4.0,2.7,3.0,2.0,3.3,4.0,3.3,3.7,,2.931
CS-97386,1.7,2.0,2.0,2.7,2.7,2.0,3.3,2.7,2.0,2.3,3.0,3.3,1.0,1.7,3.3,3.0,2.3,2.3,2.3,2.3,2.3,1.7,4.0,2.7,2.0,3.0,3.0,4.0,2.7,3.7,2.3,3.0,4.0,2.3,3.7,3.0,,3.7,3.0,3.7,3.0,2.793
CS-97387,1.0,2.3,2.0,1.7,2.7,1.7,2.3,3.0,1.7,4.0,2.7,2.7,2.7,2.0,3.0,3.0,1.3,3.0,2.0,3.0,1.7,2.0,1.7,2.0,1.7,3.3,2.3,4.0,2.0,3.0,2.7,2.7,4.0,2.3,4.0,2.0,,3.3,2.7,3.7,3.3,2.611
CS-97388,1.0,1.0,1.7,3.0,1.0,1.7,3.0,1.0,2.0,1.0,1.0,1.7,1.0,3.0,1.7,1.3,1.0,1.7,1.7,2.0,2.3,1.3,1.0,1.7,1.0,2.3,3.0,1.3,3.3,1.7,1.3,1.7,2.0,0.0,3.3,0.0,,0.0,2.7,3.0,0.0,1.658
CS-97389,1.0,2.3,1.7,1.0,2.7,3.0,3.7,2.0,3.3,1.7,2.3,3.7,1.7,3.7,3.0,3.7,2.7,2.0,2.7,2.3,3.3,1.0,3.3,2.3,2.0,3.0,2.7,3.7,1.0,3.3,1.0,2.0,4.0,1.7,3.0,1.3,1.7,4.0,2.3,3.7,,2.559
CS-97390,3.3,3.0,4.0,2.7,3.3,3.3,3.3,4.0,3.0,2.7,3.0,3.7,3.0,3.3,3.7,3.3,3.0,2.7,3.0,2.7,3.3,3.0,3.7,2.3,2.7,3.7,3.0,4.0,3.0,3.7,2.7,3.3,4.0,3.0,3.0,2.7,3.0,4.0,3.3,3.7,,3.245
CS-97391,2.0,2.0,3.0,2.7,3.3,2.7,2.7,3.3,2.0,1.7,3.3,3.3,1.3,1.7,3.3,3.7,2.7,3.7,1.3,2.7,2.0,2.0,3.0,2.3,1.7,3.0,2.3,4.0,2.0,2.7,2.0,2.3,4.0,2.0,3.7,2.7,,4.0,3.0,3.7,3.7,2.75
CS-97392,2.3,1.3,3.0,2.3,3.7,2.7,3.3,3.0,2.0,1.3,3.0,4.0,1.0,1.7,3.7,3.3,2.3,3.0,3.3,3.3,3.3,2.3,3.0,3.7,2.0,3.7,4.0,4.0,3.0,3.0,3.0,3.3,4.0,3.3,2.3,3.0,,4.0,3.3,4.0,4.0,3.037
CS-97393,3.0,3.7,4.0,2.0,4.0,3.7,3.0,4.0,3.0,3.0,3.7,2.3,3.7,3.0,3.3,3.7,2.7,3.0,4.0,4.0,2.7,3.0,3.3,3.0,3.0,4.0,3.7,4.0,3.0,3.7,3.7,4.0,4.0,3.0,3.0,3.3,,3.7,2.3,3.7,3.3,3.395
CS-97394,1.0,2.7,3.0,3.3,3.3,3.0,3.0,3.3,1.3,2.0,2.3,3.7,1.7,1.7,3.7,3.3,2.0,3.0,1.7,3.3,2.7,1.7,3.3,3.7,2.7,3.3,2.0,3.0,3.7,3.0,1.0,1.7,4.0,2.7,3.0,3.3,2.7,4.0,2.7,3.7,,2.793
CS-97395,2.7,2.3,3.3,4.0,3.0,2.0,3.3,3.0,2.7,1.7,3.0,3.7,1.7,1.7,3.3,3.3,3.0,3.3,2.3,3.7,3.7,2.7,4.0,3.7,2.0,3.7,3.3,4.0,3.7,3.3,1.7,3.3,4.0,3.0,3.7,2.7,,4.0,3.7,4.0,3.0,3.136
CS-97396,2.0,3.3,2.7,3.0,3.3,2.3,3.3,4.0,2.0,1.0,1.7,3.7,1.0,2.0,3.7,3.7,3.7,2.3,3.0,3.7,3.3,3.0,3.7,3.3,1.7,3.0,3.0,3.7,3.3,3.3,2.3,3.7,4.0,3.7,3.0,3.0,,4.0,3.3,3.7,3.3,3.094
CS-97397,2.7,2.7,3.0,3.0,4.0,1.3,3.7,3.3,2.3,2.0,3.0,4.0,2.7,1.7,3.3,4.0,3.3,4.0,2.0,4.0,3.7,2.3,3.3,3.7,1.7,4.0,3.7,3.3,2.0,3.3,2.0,3.7,4.0,3.0,3.3,3.3,3.3,3.7,3.7,3.7,,3.155
CS-97398,1.7,2.3,2.7,1.7,1.7,1.7,3.0,1.3,1.3,1.0,1.3,3.3,1.3,1.0,2.7,2.0,2.0,2.0,1.3,2.0,3.0,1.0,0.0,3.0,2.0,1.7,4.0,4.0,0.0,1.7,2.7,1.0,4.0,1.0,3.7,1.3,,3.3,2.3,3.3,2.7,2.128
CS-97399,1.7,3.0,4.0,3.7,3.7,2.7,3.3,4.0,1.7,2.0,3.0,4.0,2.3,2.7,4.0,3.3,2.7,2.7,2.3,4.0,3.7,2.3,3.7,3.3,1.7,3.7,3.7,4.0,3.7,3.0,2.0,3.7,4.0,3.0,3.7,3.0,,3.7,3.0,4.0,3.0,3.205
CS-97400,1.0,1.7,3.0,3.0,3.0,2.7,2.7,3.7,2.3,2.0,3.0,3.0,1.0,1.7,3.0,2.3,2.3,1.7,3.0,2.7,2.3,1.3,2.0,3.0,2.0,2.7,3.3,4.0,1.7,2.7,2.7,2.3,4.0,2.0,2.0,2.3,,3.3,2.7,3.3,2.7,2.574
CS-97401,1.0,2.7,1.0,2.3,3.0,3.0,3.0,3.3,3.3,2.3,2.7,3.0,1.3,2.3,2.7,2.7,2.7,2.3,3.0,2.7,2.0,2.0,2.3,3.0,1.7,2.3,3.0,3.7,1.0,2.0,1.0,2.0,4.0,1.3,1.3,2.3,,3.7,2.0,3.0,3.0,2.451
CS-97402,1.0,1.0,2.7,1.0,2.7,1.7,3.0,3.0,3.0,1.0,1.7,2.3,2.3,4.0,3.0,2.0,1.7,1.3,1.7,3.0,2.3,1.7,3.0,3.0,1.7,1.7,2.7,4.0,4.0,1.7,1.7,2.0,3.3,1.7,1.3,2.3,2.7,3.7,2.7,3.7,,2.321
CS-97403,2.7,1.3,1.3,1.0,4.0,2.3,3.7,3.3,2.0,1.3,2.0,3.3,2.0,1.0,2.7,3.3,2.0,3.0,1.3,3.3,3.0,1.7,3.0,3.3,1.3,2.0,2.3,2.7,3.3,2.0,1.0,1.7,4.0,2.0,2.0,2.0,,3.0,2.3,3.7,3.0,2.378
CS-97404,1.0,1.0,3.0,1.3,1.7,3.0,3.0,1.3,1.3,1.0,1.7,3.3,3.0,2.3,2.3,3.0,1.3,2.3,2.0,3.0,2.7,1.0,3.3,2.7,1.3,2.0,3.0,4.0,1.0,2.7,1.0,2.0,4.0,2.0,2.0,2.0,3.3,3.7,3.3,4.0,,2.328
CS-97405,1.0,1.7,1.0,1.7,2.0,2.0,3.3,3.0,1.7,1.3,1.7,3.3,2.3,2.0,3.0,3.3,2.7,3.0,2.0,3.0,3.3,2.0,3.0,1.7,1.7,2.7,3.0,4.0,1.7,3.0,2.0,3.0,4.0,1.3,3.0,2.0,2.7,3.7,3.0,4.0,,2.548
CS-97406,1.3,2.0,2.7,2.3,2.7,2.7,3.0,4.0,3.3,2.0,3.3,2.7,3.0,2.7,3.0,2.3,2.3,3.0,2.0,4.0,2.0,2.0,3.7,1.7,2.3,2.0,3.0,4.0,3.0,2.0,1.0,2.3,4.0,2.0,1.3,3.0,3.0,3.7,2.3,3.7,,2.636
CS-97407,2.7,2.7,3.3,3.0,3.3,3.3,3.3,4.0,2.7,3.3,3.0,3.7,3.3,3.0,3.3,3.0,2.7,3.7,3.3,4.0,3.0,1.7,3.3,3.0,2.7,3.3,3.0,4.0,3.3,3.7,2.7,2.3,4.0,2.7,3.7,3.0,,4.0,3.0,3.7,3.3,3.229
CS-97408,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.3,1.0,1.7,2.0,3.7,1.3,2.7,2.7,3.3,2.3,3.7,2.0,3.3,3.0,2.3,3.3,3.3,1.7,3.0,2.7,4.0,1.7,3.0,1.7,3.3,4.0,3.0,3.3,3.0,,3.7,3.0,4.0,3.3,2.779
CS-97409,1.0,2.0,1.0,1.3,2.3,2.7,3.0,1.3,1.3,3.0,1.3,2.0,3.7,2.3,2.3,2.0,1.3,1.3,1.3,2.7,3.3,1.7,3.3,2.7,1.3,4.0,2.0,3.7,2.3,1.7,1.7,1.7,4.0,2.0,2.0,2.7,3.0,3.3,2.3,3.7,,2.343
CS-97410,3.0,3.0,1.0,4.0,2.0,1.7,3.7,2.0,2.0,1.0,1.0,2.3,3.0,1.0,2.3,1.0,2.3,2.3,1.0,3.3,3.3,2.7,2.3,2.3,2.3,4.0,1.7,3.3,1.0,1.0,3.0,1.7,4.0,1.3,2.3,1.3,2.3,2.7,2.0,3.7,,2.274
CS-97411,1.0,1.0,1.0,1.3,1.7,3.0,2.3,2.3,1.0,1.0,1.0,3.0,3.7,1.0,2.3,1.7,4.0,1.3,1.3,2.0,2.0,2.0,2.3,2.3,1.3,3.0,1.3,3.7,4.0,3.3,3.0,1.3,1.0,1.7,2.7,0.0,2.0,1.3,2.3,3.3,,2.04
CS-97412,1.3,1.3,2.0,1.0,2.0,2.0,2.7,2.3,1.3,1.3,2.0,1.7,1.0,1.0,2.3,2.3,2.7,1.3,1.7,3.0,3.0,2.0,1.7,2.3,1.7,1.3,1.0,3.7,1.0,3.0,2.0,1.3,4.0,1.3,2.3,2.7,1.3,3.0,1.3,3.3,,2.034
CS-97413,1.3,3.7,2.7,2.0,2.7,2.3,3.7,3.0,2.7,1.7,2.3,2.3,3.0,2.0,2.3,2.7,3.0,2.0,2.3,2.3,3.7,3.0,2.0,2.7,1.3,2.7,2.0,4.0,1.0,2.0,1.3,1.0,4.0,1.7,3.0,2.0,2.0,4.0,2.0,3.3,,2.505
CS-97414,1.3,1.0,2.0,1.0,1.7,3.3,3.0,1.3,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.7,2.3,3.3,1.7,3.3,2.0,2.0,2.7,2.3,1.0,1.7,1.7,3.7,4.0,2.0,1.0,2.3,4.0,3.0,2.3,2.0,2.7,3.3,1.3,3.3,,2.26
CS-97415,1.0,3.3,3.7,2.0,2.0,4.0,3.0,3.7,2.3,2.0,3.3,3.0,2.7,3.0,3.3,2.7,4.0,1.7,3.7,4.0,3.0,3.3,4.0,2.7,3.7,3.0,2.3,4.0,3.3,2.7,3.3,2.3,4.0,1.7,3.7,2.7,,4.0,3.3,3.7,3.0,3.103
CS-97416,1.0,2.0,3.0,1.0,2.7,1.7,3.0,2.7,1.3,1.0,1.0,2.0,1.7,1.3,1.3,3.0,1.7,2.3,1.3,2.3,1.3,1.3,1.7,1.3,1.7,2.0,1.7,3.3,1.0,3.3,1.3,1.0,3.3,2.0,1.7,1.7,,2.0,1.0,3.7,3.0,1.951
CS-97417,2.0,1.3,1.0,1.7,3.0,2.3,3.3,2.7,2.0,2.0,3.0,3.3,2.0,2.0,3.7,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.7,3.0,2.7,3.7,3.0,3.3,3.0,3.0,2.3,3.0,4.0,2.7,2.0,3.7,3.0,4.0,3.3,3.7,,2.773
CS-97418,3.7,4.0,2.3,4.0,4.0,3.0,3.7,3.3,3.0,1.7,1.7,3.3,4.0,3.0,3.3,3.7,2.0,2.0,3.3,2.7,4.0,3.7,3.3,3.3,2.3,3.0,3.3,4.0,2.0,4.0,3.3,3.0,4.0,3.0,4.0,3.0,,4.0,3.7,4.0,4.0,3.334
CS-97419,4.0,3.7,2.3,4.0,4.0,3.0,4.0,4.0,3.0,3.3,2.3,3.7,3.0,3.7,4.0,3.3,3.3,2.7,3.0,4.0,3.3,2.7,3.7,3.0,2.7,3.3,3.0,4.0,4.0,4.0,2.7,4.0,4.0,3.3,3.7,3.0,,4.0,3.7,4.0,3.3,3.476
CS-97420,4.0,4.0,3.3,4.0,4.0,2.7,4.0,4.0,3.3,4.0,3.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.3,4.0,2.7,3.7,3.7,3.0,4.0,4.0,4.0,3.7,4.0,4.0,3.7,4.0,3.3,,4.0,3.7,4.0,3.7,3.765
CS-97421,4.0,4.0,2.3,4.0,2.3,3.3,3.7,4.0,3.7,3.3,2.3,4.0,4.0,3.7,3.3,3.3,2.0,2.3,3.7,3.7,4.0,2.3,3.3,3.3,2.7,3.7,2.3,4.0,1.7,3.3,2.0,3.0,4.0,3.7,3.7,4.0,3.3,4.0,3.0,4.0,,3.356
CS-97422,3.7,3.3,2.7,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.7,3.0,3.3,3.3,3.0,3.0,3.0,3.3,3.3,3.0,3.3,3.0,2.3,3.0,3.0,4.0,4.0,3.7,2.3,3.3,4.0,2.7,3.7,3.0,,4.0,2.0,3.7,3.0,3.29
CS-97423,1.3,1.3,2.7,1.7,1.3,2.3,2.7,1.0,1.7,2.3,1.0,2.7,1.0,3.3,1.7,1.0,1.7,1.7,1.7,2.0,3.0,1.0,2.3,2.3,2.7,1.0,1.0,3.0,4.0,1.0,0.0,2.0,1.3,2.7,3.0,1.3,,2.0,2.7,3.3,1.3,1.949
CS-97424,1.0,1.3,1.0,1.0,1.7,2.0,2.3,2.7,2.0,2.0,1.0,2.7,1.7,1.0,2.3,3.3,1.3,3.0,1.3,2.7,3.0,2.7,0.0,3.0,2.0,1.3,3.0,2.3,1.3,0.0,1.0,1.0,1.0,1.0,1.3,1.0,1.0,,2.0,3.0,,1.747
CS-97425,1.7,1.3,2.7,2.3,1.3,1.7,3.7,1.7,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,3.0,2.0,1.3,1.7,2.0,1.3,3.0,3.0,1.0,3.7,2.3,2.0,1.0,,2.0,2.7,0.0,1.3,,1.0,3.0,,1.835
CS-97426,3.3,2.3,4.0,3.3,3.7,3.7,3.0,2.0,3.3,3.7,3.0,2.3,3.0,3.3,2.7,3.3,3.3,3.3,3.3,3.0,3.0,3.0,3.7,3.7,2.3,3.0,3.3,3.7,3.3,2.7,2.7,2.7,4.0,2.7,3.7,3.0,3.3,3.0,3.7,3.0,3.0,3.207
CS-97427,4.0,3.7,4.0,3.7,3.7,4.0,2.7,4.0,3.7,3.7,3.7,3.0,4.0,4.0,3.7,4.0,4.0,4.0,3.7,4.0,2.7,4.0,4.0,3.0,3.3,3.7,4.0,3.7,4.0,4.0,3.0,3.7,4.0,4.0,4.0,4.0,4.0,3.3,3.3,3.3,3.7,3.741
CS-97428,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.985
CS-97429,3.7,3.0,4.0,3.7,3.7,4.0,3.0,4.0,3.7,2.7,3.0,3.3,4.0,4.0,3.7,3.7,3.7,3.7,3.0,3.7,3.7,3.3,4.0,2.7,3.0,3.3,3.7,3.3,4.0,4.0,3.0,3.3,4.0,2.7,3.3,3.3,3.3,3.0,3.0,3.3,3.0,3.477
